program,cohort,pacing,past_cohorts,ed_coach_used,ed_coach_available,learn_url
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-071519,Pacing: Part Time,"Past Cohorts:
            online-web-pt-061019 - left on 2019-05-23 
",1,1,http://learn.co/assansav
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-120919,Pacing: Full Time,"Past Cohorts:
            online-ds-pt-120919 - left on 2019-12-10 
",0,0,http://learn.co/attiladgogos
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,13,13,http://learn.co/liquidsword
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-071519,Pacing: Full Time,,3,3,http://learn.co/audthecodewitch
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/auroraje
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/azbury
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/technicallyaustin
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,4,4,http://learn.co/austin-mayden
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,,0,0,http://learn.co/cmndrx
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/kirangp
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/awohnegheie
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/ayafushimi
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,"Past Cohorts:
            online-web-pt-120919 - left on 2019-12-07 
",0,0,http://learn.co/uchoosecode
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,5,5,http://learn.co/ladybando
Program: UX Design,Cohort: online-ux-pt-093019,Pacing: Part Time,,0,0,http://learn.co/d1d8967f-8589-41f2-b25b-d2cb2c11b5d1
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,13,13,http://learn.co/azharshahstl
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-cli-071618-part-time - left on 2018-09-12 
",7,7,http://learn.co/leothebeagle
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-102218 - left on 2019-05-25 
",7,7,http://learn.co/azrafch
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-081219,Pacing: Part Time,,0,0,http://learn.co/baktiarm1
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",13,13,http://learn.co/barbchoy
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/barbarajohnsonatx
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-071519,Pacing: Full Time,,1,1,http://learn.co/baronlip
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,2,2,http://learn.co/byeretzian
Program: Online Software Engineering Bootcamp,Cohort: onl01-seng-pt-100619,Pacing: Part Time,"Past Cohorts:
            online-web-pt-100619 - left on 2019-11-01 
online-web-pt-061019 - left on 2019-10-09 
",2,2,http://learn.co/operacyloop
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2019-04-05 
online-web-sp-000 - left on 2019-04-06 
v-000 - left on 2019-04-06 
online-web-sp-000 - left on 2019-04-07 
v-000 - left on 2019-04-07 
online-web-sp-000 - left on 2019-04-08 
v-000 - left on 2019-04-08 
online-web-sp-000 - left on 2019-04-09 
v-000 - left on 2019-04-09 
online-web-sp-000 - left on 2019-04-10 
v-000 - left on 2019-01-29 
v-000 - left on 2019-04-10 
online-web-sp-000 - left on 2019-04-11 
v-000 - left on 2019-04-12 
online-web-sp-000 - left on 2019-04-13 
v-000 - left on 2019-04-14 
v-000 - left on 2019-04-13 
online-web-sp-000 - left on 2019-04-14 
online-web-sp-000 - left on 2019-04-15 
v-000 - left on 2019-04-15 
online-web-sp-000 - left on 2019-04-16 
v-000 - left on 2019-04-16 
online-web-sp-000 - left on 2019-04-17 
v-000 - left on 2019-04-17 
online-web-sp-000 - left on 2019-04-18 
v-000 - left on 2019-04-18 
online-web-sp-000 - left on 2019-04-19 
v-000 - left on 2019-04-19 
online-web-sp-000 - left on 2019-04-20 
v-000 - left on 2019-04-20 
v-000 - left on 2019-04-21 
online-web-sp-000 - left on 2019-04-22 
v-000 - left on 2019-04-22 
online-web-sp-000 - left on 2019-04-21 
online-web-sp-000 - left on 2019-04-23 
v-000 - left on 2019-04-23 
online-web-sp-000 - left on 2019-04-24 
v-000 - left on 2019-04-24 
online-web-sp-000 - left on 2019-04-25 
v-000 - left on 2019-04-25 
online-web-sp-000 - left on 2019-04-26 
v-000 - left on 2019-04-26 
online-web-sp-000 - left on 2019-04-27 
v-000 - left on 2019-04-27 
online-web-sp-000 - left on 2019-04-28 
v-000 - left on 2019-04-28 
online-web-sp-000 - left on 2019-04-29 
v-000 - left on 2019-04-29 
online-web-sp-000 - left on 2019-04-30 
v-000 - left on 2019-04-30 
online-web-sp-000 - left on 2019-05-01 
v-000 - left on 2019-05-01 
online-web-sp-000 - left on 2019-05-02 
v-000 - left on 2019-05-02 
online-web-sp-000 - left on 2019-05-03 
v-000 - left on 2019-05-03 
online-web-sp-000 - left on 2019-05-04 
v-000 - left on 2019-05-04 
online-web-sp-000 - left on 2019-05-05 
online-web-sp-000 - left on 2019-04-05 
v-000 - left on 2019-05-05 
online-web-sp-000 - left on 2019-05-06 
v-000 - left on 2019-05-06 
online-web-sp-000 - left on 2019-05-07 
v-000 - left on 2019-05-07 
v-000 - left on 2019-05-08 
online-web-sp-000 - left on 2019-05-09 
online-web-sp-000 - left on 2019-05-08 
v-000 - left on 2019-05-09 
online-web-sp-000 - left on 2019-05-10 
v-000 - left on 2019-05-10 
online-web-sp-000 - left on 2019-05-11 
v-000 - left on 2019-05-11 
online-web-sp-000 - left on 2019-05-12 
v-000 - left on 2019-05-12 
v-000 - left on 2019-05-13 
online-web-sp-000 - left on 2019-05-13 
online-web-sp-000 - left on 2019-05-14 
v-000 - left on 2019-05-14 
online-web-sp-000 - left on 2019-05-15 
v-000 - left on 2019-05-15 
online-web-sp-000 - left on 2019-05-16 
v-000 - left on 2019-05-16 
online-web-sp-000 - left on 2019-05-17 
v-000 - left on 2019-05-17 
online-web-sp-000 - left on 2019-05-18 
v-000 - left on 2019-05-18 
v-000 - left on 2019-05-19 
online-web-sp-000 - left on 2019-05-20 
v-000 - left on 2019-05-20 
online-web-sp-000 - left on 2019-05-19 
online-web-sp-000 - left on 2019-05-21 
v-000 - left on 2019-05-21 
online-web-sp-000 - left on 2019-05-22 
v-000 - left on 2019-05-22 
online-web-sp-000 - left on 2019-05-23 
",5,5,http://learn.co/bartekswistak
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-041519,Pacing: Part Time,,8,8,http://learn.co/bartomolina
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/kbasit03
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,6,6,http://learn.co/beatricemendoza01
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,22,22,http://learn.co/beckybratu
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/beckyphan
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/bczorn
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/beingy
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-ft-102218 - left on 2019-03-01 
online-web-ft-092418 - left on 2019-03-01 
v-000 - left on 2018-09-20 
",1,1,http://learn.co/bekahhh
Program: UI Design,Cohort: online-ui-ft-102119,Pacing: Full Time,,0,0,http://learn.co/ac8a9765-1e0a-4e88-8e7a-857e497ab35f
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/ac832b90-4e61-41d5-a09f-e6ef1a38d0f9
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,"Past Cohorts:
            online-web-pt-081219 - left on 2019-10-29 
",0,0,http://learn.co/benjd1
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/mystwalker131
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,29,29,http://learn.co/benitolsantos
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,16,16,http://learn.co/inception88
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,,0,0,http://learn.co/ben20262
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,7,7,http://learn.co/goatcheese82
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/wakenight123
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/fluororuby
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/boom100100
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,2,2,http://learn.co/bktong
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/c0d1ngbadazz2391
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-090919,Pacing: Full Time,"Past Cohorts:
            online-web-ft-061019 - left on 2019-11-12 
online-web-ft-041519 - left on 2019-06-20 
",0,0,http://learn.co/bah118
Program: Online Software Engineering Bootcamp,Cohort: onl01-seng-pt-100619,Pacing: Part Time,"Past Cohorts:
            online-web-pt-100619 - left on 2019-11-01 
online-web-pt-100719 - left on 2019-10-04 
",0,0,http://learn.co/skullkid942
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-12-03 
online-web-pt-081219 - left on 2019-08-09 
online-web-pt-071519 - left on 2019-07-16 
online-web-pt-061019 - left on 2019-06-08 
",0,0,http://learn.co/bethanykjenkins
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-ft-100719 - left on 2019-12-05 
",0,0,http://learn.co/bettyeyob17
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/betodute
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/bnlauren
Program: UI Design,Cohort: online-ui-pt-093019,Pacing: Part Time,,0,0,http://learn.co/046c1eec-2caa-44ef-8057-06bd601c5f74
Program: UX Design,Cohort: online-ux-pt-081919,Pacing: Part Time,,0,0,http://learn.co/62092e7c-18cb-4ecd-916a-6ee0bac3f0d8
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,2,2,http://learn.co/billg3
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/bging4
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-041519,Pacing: Part Time,"Past Cohorts:
            online-web-pt-011419 - left on 2019-09-17 
online-web-pt-011419 - left on 2019-05-01 
online-web-pt-011419 - left on 2018-12-07 
",3,3,http://learn.co/blackwellsmith
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,5,5,http://learn.co/b-blumenfeld
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,"Past Cohorts:
            online-web-ft-110419 - left on 2019-10-11 
online-web-ft-100719 - left on 2019-10-03 
",0,0,http://learn.co/blakemarengo
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-051319,Pacing: Part Time,,0,0,http://learn.co/ablakerose
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/blakestoner
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/blythepollard
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/bhabig
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,14,14,http://learn.co/york1670
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-081219,Pacing: Part Time,"Past Cohorts:
            online-ds-pt-031119 - left on 2019-06-13 
",1,1,http://learn.co/bonnie13000
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,2,2,http://learn.co/bonnynich
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-051319 - left on 2019-09-06 
",2,2,http://learn.co/thesleevecode621
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-081219,Pacing: Part Time,,0,0,http://learn.co/mug913
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/brad-bartlett
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/b2carlso
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,"Past Cohorts:
            online-web-ft-100719 - left on 2019-11-28 
",0,0,http://learn.co/braddope10
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-rails-061818-full-time - left on 2018-09-12 
",8,8,http://learn.co/almighty-mose
Program: UX Design,Cohort: online-ux-pt-120219,Pacing: Part Time,,0,0,http://learn.co/93cdf7f7-92f0-4666-8db2-619a4eb79d0d
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/brandon078
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",14,14,http://learn.co/brandonbrasson
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/downsideupmediausa
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-071618-part-time - left on 2018-09-12 
",15,15,http://learn.co/brandong1
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/jbnightingale
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/64b0ab7a-49e6-4ba7-85da-a72537f99fbc
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-031119 - left on 2019-10-15 
online-web-pt-102218 - left on 2019-05-03 
online-web-pt-092418 - left on 2018-09-22 
v-000 - left on 2018-09-20 
",2,2,http://learn.co/truepielover
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-110419,Pacing: Full Time,"Past Cohorts:
            online-web-pt-110419 - left on 2019-11-07 
",0,0,http://learn.co/brandonmweaver
Program: UX Design,Cohort: online-ux-pt-102119,Pacing: Part Time,,0,0,http://learn.co/a9e8626c-b1f8-4909-b35f-c7dfed86a033
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/brendandezalia
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/bdwyz
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-081219,Pacing: Part Time,,2,2,http://learn.co/brendan-d-freeman
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/brendanrb
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-110419 - left on 2019-11-01 
",0,0,http://learn.co/c58278fe-4f27-486d-bd66-aa10dfc98080
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,"Past Cohorts:
            beta-sinatra-061818-full-time - left on 2018-08-20 
",25,25,http://learn.co/brentbauman86
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,11,11,http://learn.co/blairrichmond
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/btcline04
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/bcsaxon
Program: UX Design,Cohort: online-ux-pt-120219,Pacing: Part Time,,0,0,http://learn.co/8bf13e08-2dd6-4666-bc7d-26c1d8f5d415
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,0,0,http://learn.co/brianalward
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,6,6,http://learn.co/brianarango
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/web-software
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,15,15,http://learn.co/c1rcsaw
Program: UX Design,Cohort: online-ux-pt-120219,Pacing: Part Time,,0,0,http://learn.co/d8239d82-3339-43d1-8b16-d340f6965b49
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-120919,Pacing: Full Time,"Past Cohorts:
            online-web-pt-120919 - left on 2019-11-21 
",0,0,http://learn.co/nichol88
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,3,3,http://learn.co/bpompey123
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/bsimonton
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/zoebisch
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-11-27 
online-web-pt-081219 - left on 2019-08-17 
",0,0,http://learn.co/byjord10
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-090819,Pacing: Part Time,"Past Cohorts:
            online-web-pt-090919 - left on 2019-09-07 
online-web-pt-100719 - left on 2019-09-05 
online-web-pt-090919 - left on 2019-09-04 
",0,0,http://learn.co/brlst16
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            online-web-pt-061019 - left on 2019-12-19 
online-web-pt-051319 - left on 2019-05-14 
",0,0,http://learn.co/brittanyalleman
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,5,5,http://learn.co/bcfsu
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-061019,Pacing: Part Time,,0,0,http://learn.co/brittjavs
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,"Past Cohorts:
            online-web-ft-081219 - left on 2019-11-14 
online-web-ft-071519 - left on 2019-08-02 
",1,1,http://learn.co/ramirezb45
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-071519 - left on 2019-11-27 
",0,0,http://learn.co/broderickfowler
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2018-09-20 
",3,3,http://learn.co/bronwencc
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,5,5,http://learn.co/hillswor
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/61e831b0-d5af-403f-8bf1-f32e765bf0ac
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/bruffin1221
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-090919,Pacing: Full Time,,3,3,http://learn.co/zanibruno
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/carl1984r
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/3unr
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,11,11,http://learn.co/bthooper
Program: Online Data Science Bootcamp,Cohort: online-ds-ft-090919,Pacing: Full Time,"Past Cohorts:
            online-ds-ft-081219 - left on 2019-10-12 
",1,1,http://learn.co/bryandj
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,3,3,http://learn.co/bryanmcafee
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,"Past Cohorts:
            online-web-pt-100719 - left on 2019-10-03 
",0,0,http://learn.co/bryantalexander
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-090919,Pacing: Full Time,"Past Cohorts:
            online-web-ft-081219 - left on 2019-08-16 
",0,0,http://learn.co/bryantit
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/brockoffdev
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,,2,2,http://learn.co/brycenwong
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/bluesbaka
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/brydela
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-110419,Pacing: Full Time,,1,1,http://learn.co/rstacey06
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,"Past Cohorts:
            online-web-pt-110419 - left on 2019-10-31 
online-web-pt-100719 - left on 2019-10-03 
online-web-pt-090919 - left on 2019-09-05 
",0,0,http://learn.co/cbrice515
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/caitlinhinshaw
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-071519,Pacing: Part Time,"Past Cohorts:
            online-web-pt-061019 - left on 2019-05-31 
online-web-pt-051319 - left on 2019-04-23 
",3,3,http://learn.co/cmajewski
Program: Online Data Science Bootcamp,Cohort: online-ds-sp-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2018-09-20 
",1,1,http://learn.co/caitsnyder
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-041519,Pacing: Part Time,,2,2,http://learn.co/earthctzn
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-081219,Pacing: Full Time,,3,3,http://learn.co/codeitcaleb
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/calebknox
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/cnass09
Program: Online Data Science Bootcamp,Cohort: online-ds-pt-051319,Pacing: Part Time,,7,7,http://learn.co/calbal91
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-110419,Pacing: Part Time,"Past Cohorts:
            online-web-pt-081219 - left on 2019-11-02 
online-web-pt-071519 - left on 2019-07-10 
",2,2,http://learn.co/calvinmac40
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/camsay
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,9,9,http://learn.co/camneu37
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-051319,Pacing: Part Time,,0,0,http://learn.co/lexus2727
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-081219,Pacing: Part Time,"Past Cohorts:
            online-web-ft-081219 - left on 2019-09-23 
",0,0,http://learn.co/cep104
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/cannonherbert
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/capricious-slingshot
Program: Online Software Engineering Bootcamp,Cohort: online-web-ft-071519,Pacing: Full Time,"Past Cohorts:
            online-web-ft-061019 - left on 2019-06-25 
",3,3,http://learn.co/carlumbo
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/milliehol
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,2,2,http://learn.co/jax05
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/mkrctrgmr
Program: UX Design,Cohort: online-ux-pt-120219,Pacing: Part Time,,0,0,http://learn.co/4f758745-d90a-4a83-9af5-19c3e2862d16
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,0,0,http://learn.co/benson19
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/somethingpithy
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-021119,Pacing: Part Time,,2,2,http://learn.co/cgrandi1
Program: UX Design,Cohort: online-ux-ft-081919,Pacing: Full Time,"Past Cohorts:
            online-ux-pt-081919 - left on 2019-07-29 
",0,0,http://learn.co/36781694-03f2-41ed-b8dc-6b7ce0c8da79
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/csilva1
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/cgalindo11
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/gomezmontoya
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,3,3,http://learn.co/carolineharrah
Program: Online Software Engineering Bootcamp,Cohort: online-web-pt-120919,Pacing: Part Time,,0,0,http://learn.co/curieos
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,1,1,http://learn.co/cbshields
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,,1,1,http://learn.co/mow-chow
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/wolfieandbetty
Program: Online Software Engineering Bootcamp,Cohort: online-web-sp-000,Pacing: Self Paced,"Past Cohorts:
            v-000 - left on 2019-05-22 
online-web-sp-000 - left on 2019-05-22 
v-000 - left on 2019-05-21 
beta-cli-061818-full-time - left on 2018-09-12 
",9,9,http://learn.co/cbronzo
Program: Online Web Developer Program,Cohort: v-000,Pacing: Self Paced,,0,0,http://learn.co/catglenn
